Country,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Albania,11.953351949410019,9.966313858059214,12.278437026406303,9.6528892797258,13.937882957025971,12.969622035601171,6.356371812506864,9.48351345704036,8.072892262768578,0.12439921182797034,0.23793086493208604,4.089446640419804,1.7392542961836495,2.749073744287916,5.618884910873365,5.292861852292821,3.4019644452584146,-5.612364776970665
Armenia,24.04140082017788,18.46557867416221,21.86836904321988,22.301570228228368,21.963415865482467,17.522807204420015,-14.826640562478206,10.390158188566234,9.475668412821522,14.566531482433568,6.788836225938061,5.674774196729006,3.614583737475934,-0.4431491247100454,12.288235270264009,12.194704320138221,7.5620270078288145,-8.012888854826963
Australia,5.132286883069307,6.693181970473209,6.429069572917321,6.283404028128969,7.078179151876711,6.9433099784778305,0.5455257942803159,6.482198940558304,6.043240116052227,1.5236367086368845,1.9627955965854236,1.3814187072600488,0.10691051918539525,2.002254127494953,4.466811847420609,3.512541298281693,3.70710067530864,-1.908026031663553
Austria,1.9512095652111847,3.9870123645888818,4.204015245023276,5.027471949319603,5.963289360797007,3.1963893910888266,-2.207185549484178,2.478964809179978,4.76816325998302,2.468619487267806,1.1705067612905267,2.257124413724061,2.593489323284247,2.8659613752952,2.635209087268051,3.846810901764195,3.500537641942491,-4.849160323156089
Azerbaijan,19.813857371417765,19.51467173415409,43.66934503178663,46.7862408841144,48.75522761058208,40.81002129661835,-13.223084792004732,18.58370932698535,23.498589160494372,4.347954207895236,5.517276873278822,0.23388303369370292,-8.526118238877991,11.883087892766861,16.533374737884305,12.814991159369601,1.2576402871419121,-12.418196420711462
Bahrain,-33.21814028114386,-23.228387613126312,-125.77295479800583,425.0869288809947,89.00617628164451,43.677379970611796,-36.22597736992926,27.82249081903403,15.750845633246337,27.29908328493096,3.4571132811486094,-0.06481298208972984,-19.543902723463816,9.872693111335982,19.929996478311743,13.747468874185508,-0.9285778052657805,-11.242335983481043
Bangladesh,8.149123875244571,9.024007726796532,9.711177325432226,10.661635792008534,12.615035851363011,13.067144694926075,10.922984245587175,11.868016787474845,13.578647084691568,13.932813953370879,12.336918757175924,10.811805800204809,11.581913554072406,13.062602714202436,12.828401600086371,12.767409288013223,11.799229037718899,6.658852115034539
Belarus,40.94969664647434,37.953793034268436,32.372151499524996,22.956073798432936,23.222325403423277,34.557015594075395,7.131280475674713,20.140179110228885,79.17624198600518,81.47641020325223,25.13634097084045,20.667782589908576,11.899448755197108,5.5330204742242355,11.834341824168398,16.815310627876944,11.148712305556138,11.92393987518265
Belgium,2.6552741791462737,5.444404829770677,4.167232825007478,4.428506712855593,5.189911379399122,1.854341081062034,-2.435630761765956,4.202914478027174,2.367396710288355,2.1427684363520334,1.1902819570424905,2.3558182044015155,3.0725377395987734,2.7921754815782434,3.3080769749437167,3.183176053882102,3.5538825797840103,-4.9457679948186115
Belize,4.776305843929638,1.523456699014186,-10.31743746108873,-0.5461862085200635,-4.911005602265001,-25.99540711103067,24.156367224969216,6.225891415740698,-15.413304099677177,-3.9913706368794055,-11.658538564576029,-12.36889434942987,-20.02688444717986,-1.5573340634516137,6.153096884691589,6.30498167003591,-20.396767132318644,-40.81888101929313
