Country,2020
Albania,196.05267987206147
Australia,63.9233108236897
Austria,42.55198705303468
Azerbaijan,-1297.194434747336
Bahrain,2543.932107227126
Belarus,9452.825912648803
Belgium,27.329542421983586
Belize,11.467293154916032
Bhutan,929.0651488932267
Botswana,728.0390430220036
Brunei Darussalam,-166.184713189546
Bulgaria,347.9743318461685
Canada,20.549762567041242
Chile,202.40145096630434
China,534.2284137094796
Colombia,203.2921994608785
Costa Rica,392.37684566790637
Croatia,84.95088869615954
Cyprus,110.69652606764357
Czech Republic,95.8629836448866
Denmark,59.78089134753404
Ecuador,115.3878547830754
Egypt,953.7503732161996
Estonia,410.2929537573142
Finland,31.778164553601343
France,6.4588560943758635
Georgia,695.6186180476989
Germany,42.802667512705405
Greece,-26.725731539429237
Guatemala,135.02369968508452
Honduras,252.72448573628571
Hong Kong SAR,68.25044860741413
Hungary,205.6823396548144
Indonesia,500.370189421564
Ireland,154.84741385660104
Israel,98.10340738219294
Kazakhstan,1418.2131344057836
Latvia,390.8502757068389
Lithuania,327.2908325282395
Luxembourg,-142.7794952048844
Macao SAR,-250.7062036312716
Malaysia,177.75657699040678
Malta,-485.505077996654
Mexico,124.43339060225388
Mongolia,2392.5953378665586
Montenegro,849.6209462455979
Namibia,348.24224607481915
Netherlands,42.78661904740963
New Zealand,84.99417157166113
Nicaragua,369.4603189057673
North Macedonia,206.87183914162497
Norway,62.91729060239188
Oman,140.0881882669728
Pakistan,450.1309928868423
Panama,247.1152122893963
Paraguay,333.0867585296012
Philippines,184.42331791336053
Poland,179.0548621032531
Portugal,29.228108557388186
Qatar,-1578.2142087498617
Romania,651.0867467221045
Russia,745.2188161901505
Samoa,379.27262901397137
Saudi Arabia,115.15157531471134
Serbia,452.00529550602215
Slovak Republic,185.0673072357691
Slovenia,105.3075998394484
South Africa,165.18471774297902
Spain,-0.6746081545476789
Sri Lanka,609.0248302709609
Sweden,74.3675523205547
Thailand,145.45497137134916
Togo,45.59466041556388
Tonga,1059.3582993532802
Uganda,399.3309527000601
Ukraine,1840.8629850813122
United States,37.08786413172792
Uzbekistan,5222.362544753792
