Country,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Afghanistan,35.66516329207048,16.358192063754043,10.567161759640136,6.786277168933028,8.680430417546207,26.4184313168159,-6.8113968797232,2.1781673904884458,11.80390664970025,6.441620613185957,7.385605785023758,4.673722245603948,-0.6609787192311389,4.3831938082451405,4.976545358250738,0.626137407881217,2.301845236496466,5.607190366169582
Albania,2.3632512356190665,2.867267169790912,2.3626705934944345,2.3697899942200227,2.959849435382678,3.3098136706516144,2.231790032438804,3.6149860962073173,3.443207126948774,2.0356973689876474,1.9254507664876643,1.6137379927128161,1.8672262572962384,1.2870000000000061,1.9844599998025323,2.0291005547111762,1.4109096429554095,1.621444610778447
Algeria,4.2609407194897,3.968606685263111,1.3824214202561083,2.310894215587778,3.679152637485969,4.855214640912012,5.74101705851515,3.910665659824703,4.499743081553273,8.916128125878043,3.2550160267779384,2.9169269206745883,4.784244704739929,6.397803687164441,5.591211710461127,4.270247976491203,1.9515161703411088,2.4151309408341506
Andorra,3.057835218093699,2.903148944708491,3.5280783854928295,3.6844769337618275,2.6589162248384994,4.346239341760384,-1.2177673205939408,1.7102270288828896,2.5496318487731826,1.467880471120704,0.4724154011475925,-0.09585502683940636,-1.1331845313241693,-0.42291936950281583,2.589328764734246,1.2839871601283905,0.7414720837241495,0.2567721196440476
Angola,98.2147857742929,43.527708119944904,22.96183281246156,13.30451488952929,12.24918750883143,12.464005287092244,13.720058204611613,14.479933069219213,13.48458306017389,10.284675265640093,8.782008346643314,7.2986477845927915,9.1593281687965,30.694110273155523,29.844781353135314,19.62826902837627,17.07932460875511,22.277011546401106
Antigua and Barbuda,1.993323925314818,2.0302002261690895,2.0980297557731604,1.7879948914431747,1.4165621079046307,5.333481794900354,-0.5496828752642747,3.3694727891156564,3.4572979148814578,3.375998056343941,1.0597384838902553,1.0898520084566659,0.9683052566636362,-0.4888304317657015,2.4322214705729337,1.2111113368962299,1.43152568916016,1.057996832937439
Armenia,4.682918212329984,6.888172659928115,0.5691236600729278,2.898584850125973,4.409610983981698,9.115216867205824,3.5157139222539167,8.152177428222151,7.4940345547296,2.4924336834609164,5.71369636963697,3.019768934531451,3.695839625980029,-1.4242042625188631,1.1892745863869716,2.4860014841800004,1.4425360046266396,1.2268886530180865
Aruba,3.6558429729483706,2.5295739375899267,3.398110256465191,3.6076172320188973,5.391999999999996,8.957036587217244,-2.1361641354326224,2.0777903344930935,4.375228829959731,0.5721062697836037,-2.371738444418616,0.4219050373420062,0.472649036914053,-0.9290483577257738,-1.028813588168209,3.6249516357852145,3.9379029380771775,-1.3115984257625717
Australia,2.7308192457737244,2.341772151898727,2.659245516388381,3.554216867469883,2.356020942408367,4.347826086956525,1.7701525054466232,2.8632592989028605,3.3558792924037553,1.6863830858293452,2.4752475247524752,2.4879227053140123,1.484798491633281,1.2772875058058522,1.9949552854849777,1.9334532374100641,1.588001764446415,0.8901432913590894
Austria,1.3003174335340626,1.9644790538852341,2.100201137396243,1.688999999999993,2.1998446242956553,3.22825856859689,0.40454507321892735,1.6933574711043011,3.542117419366614,2.567471058640974,2.1172344430977073,1.4689294072091221,0.8072076257476825,0.9719204687602849,2.230771111636368,2.1199075181376,1.4919313914543804,1.392307692307694
Azerbaijan,2.121892388890217,6.708136992388024,9.577032653955726,8.227000000000004,16.585510085283712,20.78271000261537,1.349737532808391,5.664359659970086,7.754004142004583,1.0064767060348856,2.423563454577189,1.4477618503209844,4.048328547434583,12.438424927880359,12.844499812438341,2.334362072361948,2.7122301004202916,2.8241219764558902
Bahrain,1.678806697814789,2.2490189083125127,2.6168511255948976,2.041454723499177,3.25082970130752,3.5344538249038284,2.785397237045545,1.9614740774885422,-0.3354946166200829,2.75625798288231,3.301503217862054,2.6460797984795943,1.848220252637573,2.7892517533668983,1.3855604508303925,2.091225317657741,1.0059955311555346,-2.324277792236394
Bangladesh,4.554592974375844,5.7418219534081585,10.209839534473634,6.769999999999995,9.108363772595307,8.899952787673286,7.584559721904743,6.817599003553488,10.907469648124026,8.888504069465393,6.777081061432216,7.349092533883701,6.405466473747841,5.916484662776665,5.440020400626097,5.782742674622731,5.474505784733026,5.6478045243727975
Barbados,1.576524158866676,1.4285287349451576,6.064802537886612,7.307022742425357,4.034241433169672,8.108130526385633,3.644510599771355,5.82382683239193,9.431969220007,4.533570282485162,1.8144014676654852,1.7664512409004653,-1.1113537504500195,1.5117875261116007,4.409611777779085,3.688416120912481,4.100297067880272,2.8823630681907138
Belarus,28.397912065850225,18.09345112448859,10.336305057816217,6.992000000000005,8.428667563930015,14.828032066201176,12.950785214545244,7.742715865589114,53.22735852548205,59.218286413610144,18.302516036540812,18.107247429951478,13.522688613348981,11.828832849810308,6.031670009279484,4.867435088766464,5.599761046779197,5.536017558704034
Belgium,1.515909353237662,1.857115785484175,2.5376744186046594,2.327297359412602,1.816892251315097,4.48845957367761,-0.005555679015099961,2.3335148289311487,3.3520463010217965,2.6255515864677403,1.2479652740097607,0.49040425488887485,0.6198243160299042,1.770017700177012,2.224646012046886,2.3108052252650566,1.248625947743743,0.4277787057142313
Belize,2.62084801456907,3.068297262194097,3.650700570188027,4.240746313572068,2.3176054874246574,6.394672986851754,-1.1042632410815594,0.9181593907540432,1.6559318070701348,1.2473338630755695,0.5132335780744962,1.2267039266854363,-0.9083712244235245,0.7128737209754877,1.1136083963022232,0.30073221757321406,0.19955276114837908,0.0780608874922469
Benin,1.7601714253909955,1.186878700449878,4.675612491723076,6.355456294135116,1.1931928529811664,6.766466347595561,0.3988405536581026,2.1787540704765984,2.7357354068557713,6.743561316732041,0.9677032776079993,-1.0820648249804596,0.20998110170084067,-0.794260569353109,1.7692083320760792,0.84896523096993,-0.932958320675021,3.0487985834264935
Bhutan,2.4717244884991776,3.3463549740600644,4.819999999999993,4.930356802137003,5.249663599665419,6.299994816952028,7.130145057088294,4.8297415591410005,8.550175113606764,10.119857078100427,8.109907804810126,9.600201579035785,6.669732035660447,3.2803295176972163,4.309981033115523,3.6597564608127753,2.820320373984098,4.1498950951234805
Bolivia,3.336985100788773,4.43780081843819,5.400357316875095,4.2992526388782,6.655832163699489,14.00817287712979,3.3443698551076793,2.502792310857685,9.88286234533385,4.517223382045933,5.736436044043843,5.76525732906714,4.061174369278863,3.6237636507970565,2.823098264938496,2.2713772238051613,1.8389627777395026,0.9425116243100277
Bosnia and Herzegovina,0.5472865838064697,0.2810560586020824,3.582615753363858,6.125272411175592,1.5009056194552461,7.426519060716971,-0.38088789199712153,2.1230723480181775,3.989392127294471,2.053184786630794,-0.09309709537062333,-0.897507577318063,-1.0234178593344874,-1.5840000000000032,0.8098276702975096,1.417152994063284,0.559536469255312,-1.052558755509871
Botswana,9.184409176591172,6.987716004200746,8.610522401933451,11.553261122598489,7.07735932436414,12.623023174499446,8.108163130277234,6.949701523454419,8.472800584573934,7.537476361688479,5.881975576989859,4.414736459443373,3.0542376352527487,2.809703296921682,3.296058968882186,3.2407869457820864,2.744824377762257,1.8902763525810933
Brazil,14.714358908671706,6.597716550819306,6.870229007633588,4.184023523646165,3.6414417592755925,5.677879078422585,4.888576321595954,5.038975928589343,6.636228084708267,5.403466443673717,6.204208682684054,6.3291655951375025,9.03018250781244,8.739665638512134,3.446288351007852,3.664842801156923,3.7330603666932385,3.211571320868955
