Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Albania,488.6069400149466,544.42987000554,569.5397000376024,618.766829996458,677.4437500594889,789.4824499852368,897.9740399772992,924.5222799913728,968.2784900338274,1018.3812299479104,1039.151159927417,1080.4389601130451,1127.230000054957,1157.4105900223235,1192.1346299425684,1234.4383399612,1294.7785689745908,1353.5256724787823,1324.2201129336663
Algeria,1989.3359759055602,2126.29169840286,2371.0180448997903,2553.0355019097997,2695.5796995720734,2963.8195002199545,3333.285398594112,3743.9186006412524,4115.566700028904,4548.379607003701,5210.9927433801595,5769.776015266561,6264.725427468359,6853.952299921547,7446.0004196895,8034.23151624562,8592.894335771241,8854.8622761348,9022.9022938181
Angola,276.187000004034,570.821999993262,818.7750000890486,1029.6319998462623,1222.8069997642037,1551.0120000321515,1913.01899981058,2354.312000069422,2757.017999591535,3568.471999747732,4328.8090003373,4955.099000055179,6369.354000360527,7357.941000964903,9272.024999511232,11576.796280944413,14444.154529064228,15397.273676883402,19135.85835410546
Argentina,216.3263256113596,265.6153245587464,312.08176034847753,367.17016038451317,452.9538071290624,560.8926528664199,725.1344259944808,785.9225685615472,1067.3917741310195,1399.3762135683069,1712.0958515985653,2209.4669353114014,2993.947449827359,3924.370334052408,5407.702384355136,7114.590682139169,10243.247078541492,14547.944885250885,17456.121464008753
Armenia,1276.6426809297514,1423.3782628506801,1655.4017529090752,1781.3883794150931,2018.9540521106721,2373.2022985753633,2686.5967011303983,2656.184099969686,2984.6633588086816,3324.785351699192,3664.0294294974724,3953.7701266232502,4130.75364325268,3929.7893639560607,3866.5306815876024,4453.263359498388,4801.647440695662,5459.712666529986,4660.707824473439
Australia,452.31026262423126,484.61266129694496,518.3171826607796,554.26436443411,589.0764522844655,641.0291845342841,698.0620189520322,690.1706803513855,763.5274800899656,800.7478810632695,822.46992298541,868.0893789408499,896.6067154247133,931.5565094433997,981.647200350768,1015.6012371071599,1060.2747606468606,1091.596616934705,1040.7784990477924
Austria,121.39371221768002,125.39934205973728,130.5333699521212,136.7170638498425,142.5232105440048,147.71325560979582,152.24296663684362,154.0504392902308,158.31056261113798,165.54605147660672,170.3512986199266,173.81938268522703,177.88815260840144,181.37065882922622,186.89257610915757,193.94878826380403,200.085465990384,204.94258716766316,190.13400056275663
Azerbaijan,3.813714507279,4.285499810512199,4.760788375384998,5.2748106046629,6.955325793239458,9.47296700660169,13.420033130637814,15.222213782028401,16.7152999994025,19.4050000005324,21.608018413221604,24.3800000039892,26.814554558705,30.828100002672,35.474582586272504,40.505115174044995,43.3622999962268,47.095684984600005,44.18973911516779
Bangladesh,2349.9941814913404,2604.6000810094297,2844.792387856804,3172.6107082811213,3527.006248404877,4062.6444581121004,4754.869527906042,5257.991248587204,5910.930186238214,6802.81933756693,7780.746639540982,8733.888630256972,9751.385999305312,10980.060275430505,11586.69647351211,13220.559567671686,15210.92271027509,17003.479322923078,18340.15589068337
Belarus,1.6080483428895,2.1600987176347,2.777118191309699,3.4977439602072002,4.218933574122,5.2054601058018,6.9711010862135,7.986796928279001,9.4858137106165,14.96477352716,26.3140285715436,34.377126881158,42.56761736891839,47.542020466923,51.7564999943754,57.58609108702761,65.50636065908,72.7063460382064,78.2069999958819
Belgium,140.82543617337902,143.9565095597977,149.12705072136603,155.60239888284,162.7321497856005,170.59194964301497,178.41864205092443,177.9930027481392,186.79224857807597,193.7838030913248,200.5938558442275,206.109499974216,208.80086267056805,213.93040801034758,220.59724613020197,229.07674852231503,238.1769374780103,245.757848101408,227.0417501766798
