Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Albania,290.469699998127,312.93315000277425,330.688430023668,384.8672300148769,428.14181998364853,530.5983300120632,563.5653299976489,570.2997499714944,602.0206399597499,676.0257499483696,634.0543499964946,633.9497700063163,658.512020027627,638.7487600232332,674.8660400338835,722.9799500303775,740.394307644916,760.9320966940447,612.3819857149139
Algeria,1159.17712002072,1254.03618622803,1577.13333952854,1820.4309518894,1863.5012999713967,2326.059399866812,3170.776912480175,3583.7719999888727,3768.002899670553,4185.0272510001,4622.07527059344,5061.11572459341,5500.5163380168,6104.032900785848,6139.424731919819,6170.473245336261,6586.52842411685,5950.406866742399,5212.77525303695
Angola,320.82700002979504,658.8870000001561,889.3339999707482,1323.2490000033472,1311.6480000789245,2010.257999924342,3247.9139997186644,3552.143999914295,3279.402999715624,4128.189000404084,4383.863000314145,4758.758000285378,4961.48299972722,4622.278000231787,4178.0489999341025,4707.594360532567,6545.759082999085,5253.644488109085,6382.6484410654275
Argentina,46.726723305369596,61.840945730892,81.71775117868201,100.8104974978112,124.6158720193408,163.989653696638,210.86545962358,180.9015580272865,266.49335171349065,365.13787173850403,376.9231668984974,492.76230543007875,641.1322577283516,701.4755770749445,1116.297408578688,1489.1611253925385,2407.215757607603,3165.3612175903877,3725.473299094848
Armenia,628.8134384948256,805.3090487076353,856.2836205040065,960.5483427475502,1032.837077865445,1221.4711447519828,1437.160861199529,1338.44810006085,1553.4429347941398,1772.3245877238837,2064.9613420920527,2241.445101533068,2280.0040584848407,2116.141116050113,2145.172411733544,2725.8409527744384,3193.8549936828467,3583.3425097370196,2455.809360097667
Aruba,2.4110000001528,2.5639999998835004,2.7349999998291996,3.2519999998464004,3.3799999999731,3.5899999999201997,3.7450000001981003,3.4119999999232,3.3049999998504003,3.998999999880601,3.9109999998858997,4.1669999998198,4.227000000054001,3.8709999999840004,3.7610000001021002,3.9440000000114996,4.278000000043599,4.423000000027499,3.250000000167
Australia,162.15050394837198,175.59146085003448,177.5322038573382,201.80538545394995,225.6735241663812,247.29539147427596,280.4740778971587,287.4669308330398,282.7527644120935,299.531954108784,328.338058832952,333.9303167280894,344.90448441190085,353.19479069882937,366.11345369290444,373.34666536265996,407.4463531174065,432.19489259677505,394.27888028455635
Austria,94.38701841423,96.958075818251,106.4516757973056,115.38575637930998,126.53784738068161,136.7989744529792,143.4287739561544,120.56028161914041,141.3134119286127,158.64375392993622,163.08182952443192,163.979828750889,166.962634902052,169.8563165206927,173.7105342916504,187.9597961493798,202.1202862135184,206.8530693649444,184.2132036916895
Azerbaijan,3.0345502516464,4.684527726834201,6.202854563779,6.6247645040780005,7.2656224841745995,8.0865425650206,9.418853067857402,8.227015541919998,8.7823000018245,12.541900002473598,13.843875865764,15.2786000014758,15.467373792195602,18.927900002396,26.375312698695,29.439583709210996,30.0987999960564,30.111126467573605,26.414263603688404
Bahrain,2.1146061998744,2.3330271630624,3.0718141921152,3.8677453930760004,4.346331177239801,4.747221093478,6.1197100849759,4.269213845325001,4.924403223090399,8.086499999898,9.6819177215274,10.652739307933,9.982574937522601,8.385471270755,7.928871031176,8.977405770005399,10.1706191294496,9.478329817681402,8.759611807872
Bangladesh,524.8267388982281,565.890711436714,606.979767209456,860.3810396629424,1049.4906388961017,1261.6282296528436,1569.3202495901764,1632.4290001826375,1736.938000387561,2518.416999982054,2949.2248907511525,3208.1420748392748,3429.6509997582884,3751.5077524325548,3017.4261426957905,3394.447652427421,4464.919146985818,4699.348729654544,4335.995795417177
Belarus,1.8211338794502,2.6083407103097,3.8379916506807,3.9753426110216004,5.264601602155199,6.7526716138722,9.2123434191861,8.491182312469999,11.0030010899908,24.4291075432375,40.6927452148686,41.2356222242197,44.890899581594894,52.061540013332994,59.5330000033522,70.4050668418096,84.32580681896799,88.59413424524519,86.7210000059403
Belgium,178.3094127087645,179.06610944640332,195.93719803278,217.7892785270475,236.58803617348244,254.8506741581323,282.12461773062444,230.65413313135858,269.25962587004,303.76846158456004,310.25894101371,308.514899999232,318.301452893774,318.3072583334072,336.4787652919334,365.57931785805,383.04789218714376,389.79098153063205,359.2804825472274
Belize,1.233674042403,1.305699828013,1.2378201854535,1.3971580437788997,1.501016178781,1.5799613994525998,1.9064747326699998,1.5032799292383001,1.6154870728127997,1.879628016186,1.9434916801302,2.1037061999380002,2.1708206782934,2.2846364599203,2.1873865012139997,2.146508555733,2.1709400044975,2.3187976887012,1.7606537837679
Benin,699.5376246553096,712.5941953821952,698.2289611805105,713.7729322883971,798.0479742040001,1058.4685308964129,1119.0365866587,1134.6825026354663,1337.978386494439,1328.70830516457,1526.737299280538,1955.5203204603908,2219.50996290842,2156.914999736836,2198.2510002361205,2527.589909201584,2732.562128672042,2871.2483337150975,2248.667708715895
Bhutan,11.9767210483851,13.9893533006403,18.901886254896603,21.878388579845996,22.704117743538,25.79487627379,30.2120624691774,36.068121932484594,47.2753774120202,55.48978265166,57.48016014739619,63.16199939840399,64.5543835213779,77.720499164,73.64704265311049,77.907177829761,87.23533217788159,83.34429421368169,81.3218623227973
Bolivia,15.709872754477798,16.322290815889602,18.3296541243682,24.7199273027232,30.062272769116802,35.29732629362209,45.816003506406,40.0535987437843,47.324792780863596,63.8142930952824,70.7115808391916,78.67998802367998,95.6964288348628,84.5186620950396,74.84658421075679,82.42214767062151,86.637601486854,88.81721968166279,63.861860613469595
