Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Albania,-19.105148696350827,-16.803698396381574,-17.290238251071266,-17.311808300374558,-15.999788413749464,-21.916129011778857,-37.53099759361433,-46.258407014243474,-31.518781056402933,-35.65090423123523,-31.98081786206896,-39.22569901533526,-44.40825387017825,-36.372766700549576,-21.14734741595592,-22.65477080972837,-20.774072297459625,-26.850273160966406,-55.57399249947237
Australia,-0.00035448501165291635,0.3275492088880836,0.4504788394554475,0.67013944881084,0.7486014257040942,0.6220920631700276,-0.7624406266542076,-2.758719217069378,-3.2497186399923375,-3.0370777026937805,-2.445317976198074,-1.989902863097919,-2.0799743286207963,-2.0367999230461984,-1.7807642321097281,-1.32559545325819,-1.011252923610233,-3.3980052817942092,-6.493642643245599
Austria,-0.4500492737733213,-0.34009196393112834,-1.3602787928369764,-0.6999988765809623,-0.7013371947827144,-0.31638232346188777,-0.34655789696626693,-1.7420585183918273,-1.4551622256018872,-0.8809206427633901,-0.7613531502162142,-0.6574933256242182,-0.9512339293009826,-0.33764321219062393,-0.5003937560546476,-0.276604986665784,0.11785568628593517,0.3795820525759335,-3.450593273565675
Azerbaijan,0.13230868195200585,-0.01512115919710905,-0.018290288350606546,0.04293770645674872,0.05968064793454558,0.17943690852180266,0.9608968717731851,0.336420757275651,0.8017770582344224,0.783809546526148,0.3571048584323956,0.2125481338833377,0.26181909431484424,-0.27539132486857026,-0.09482465720282626,-0.06402732467338139,0.5527684920029527,0.8218190514916432,-0.47406641657643556
Bahrain,-0.2143086637350376,0.030870178136613774,0.2784951456310677,0.89918501469656,1.0627953993055557,1.1378173282409514,1.0646328488578471,-0.2573882094194353,-0.5677326296120242,0.20340610283433413,0.08997933201567232,-0.2895740725053165,0.0011585999508449407,-1.709051361287229,-1.760642792892312,-1.4885161790873596,-1.5209822537227606,-1.0136540438532124,-2.1472637051039696
Belarus,-0.02190828221610041,-0.026906997197816515,-0.04018967537396514,-0.045561996579263894,-0.06873344655687219,-0.08910052613722334,-0.16506241927216853,-0.1269812013531811,-0.10254634073301104,-0.11919971240359208,0.003457141027154602,-0.1451980462127314,-0.052154217527121544,-0.3145256813989927,-0.20211471518005325,-0.058109755811996226,0.23422097047451182,0.10071573336619513,-0.46390040926908743
Belgium,0.10416485223822879,-0.4170844138324159,0.016979734118001022,-0.7491752378661818,0.12855918161800578,0.06751477168540432,-0.39230583175240125,-1.70027872458415,-1.3191845018450186,-1.5400427745365104,-1.5082377573424515,-1.0736339426875694,-1.0764460296012537,-0.8494386139611506,-0.8799495799242822,-0.24404089787943087,-0.3687809650447997,-0.790434521394462,-3.5669940942394955
Belize,-5.290844887160432,-5.910169981067149,-4.527110901071203,-4.133819926601865,-0.846909224029003,-1.1887182469994744,-2.9307955522074507,-1.9363056689342408,-1.0871609891593685,-0.47948178255189455,-0.5958932241724787,-1.325273142857143,-2.3116993195273157,-3.1949266747400755,-2.8170420760896957,-2.506837867998725,-2.059674945077144,-2.5520335928489044,-2.1420336521209156
Bhutan,-13.17626547106771,-22.62777507974526,-13.783955515223449,-30.290899593195267,-4.376221514043028,9.550530416085172,-12.737633417570988,-9.101276178326938,-31.354692204122827,-55.24333827160492,-44.90500551995866,-60.22499983293796,-56.42622636734694,-68.14976522958717,-84.13424668702666,-77.2835788914236,-59.25811800638622,-68.77118605915055,-43.78840798162245
Botswana,-0.2320388679147939,1.1413420077984386,0.8091413627741301,5.521206788033992,7.694041821521637,4.9364823893333325,-2.6244198018226905,-6.56157015517503,-4.890311341789066,-0.2822222660074263,-1.030023356401381,4.803033520685892,6.10618793282463,-2.592466751625662,3.3550941229423907,1.0415981859410426,-3.775554048053387,-8.94507830584491,-11.678943842843264
Brunei Darussalam,33.96364031233099,44.20976571428571,46.87483055555555,66.04681605512062,79.54792126102458,66.19583951789627,91.85251484444444,40.33850526315789,49.34211685996435,67.56681668382444,54.026568677332435,36.42220314145152,43.44757593233373,11.204766943161466,3.495643772751583,10.775291995673339,4.986067392150035,2.236774687250465,-2.072239960458397
Canada,-0.06804784516750753,-0.03494133375926213,0.35221084162507504,0.712012200112898,0.8612874646970764,0.8859711936795448,0.09426100768131496,-1.856710328563528,-2.3758050849155286,-1.7523406953684628,-1.3844159937206957,-0.860263574284496,0.061632959369657445,-0.0891537246037282,-0.30272808354819436,-0.1110048010563065,0.1786300115264961,-0.030711927451422726,-6.625485341989489
Chile,-37.762056097204976,-14.271202945347092,84.45895292152368,197.76337094903414,388.8159872219524,448.5568404973674,207.89762651407625,-236.0450992759505,-18.02579051419778,89.24936304913906,31.935540552920134,-58.35531690977426,-141.25437252099266,-198.0714128740196,-260.64344136647685,-270.49589110008895,-174.25051769763766,-307.2688405621838,-745.1440155214218
China,-0.27217948124294766,-0.2538898822150502,-0.18732734731235934,-0.200502712094979,-0.18999656577074492,0.013605280260862692,-0.004275859671749817,-0.45516954916755825,-0.10938048241262849,-0.034716430261536854,-0.11891880962547488,-0.36420674428881017,-0.320063367372506,-1.2716630394994657,-1.8166707558900135,-2.014490557723474,-2.791070662990058,-4.2867635454945185,-7.7656021918174885
Colombia,-211.54362297091524,-181.42080628206404,-98.58753282586527,-4.288479185242318,-93.79453101764238,-89.3676139635347,-2.241801422724433,-312.5882691485997,-415.97787825052296,-285.96855430308466,12.590349222112884,-171.62211477379552,-308.9481316114629,-635.5328212288746,-436.967860757687,-497.44186869340507,-973.2428330387836,-767.1261254318024,-1396.4429084189517
Costa Rica,-93.17161709924102,-79.31671191267337,-84.18167184791041,-86.37848551394572,-64.99663024927413,-31.21325494011341,-80.3631467419595,-151.76276586159966,-257.34610230544337,-247.38844130544834,-282.25000197830013,-346.9912744128252,-392.48713542147095,-384.4402537085248,-363.37611631136696,-463.34935994727897,-453.63764744919234,-520.7085038511002,-614.3013106330511
Croatia,-2.3376630035525636,-3.5815907282258075,-3.706802196619279,-3.349232852966982,-3.373179619968469,-3.026536584105391,-4.234607583938496,-5.818710126922075,-5.33431876359467,-6.601568914780796,-4.602949503135291,-4.438896775869714,-4.150329047221253,-2.1266262744420876,-0.32560803307214586,1.5079958567493121,0.6595534703020831,0.9888548515891052,-6.907019949709218
Cyprus,-1.5161221902109805,-1.5775347393859493,-1.9164670029785988,-1.9164347306570588,-2.0403803907966234,-2.500605676652211,-4.440618689552556,-3.2397824967845237,-4.219391556754195,-1.985430059523811,-2.2672437702208743,-1.4287402194262062,-1.010028607755879,-0.07153843902153312,-1.0521118920211812,-0.9299709312267026,-2.0229712818287044,-1.3636399887408541,-4.14948662344777
Czech Republic,-18.06520697301561,-20.542674361666673,-8.257623878460256,-10.410860275459052,-8.254155880594737,-4.111631664841184,-8.380958667356788,-21.344565654287933,-17.141708411660368,-11.231177627512865,-15.742442201974942,-5.254963237565412,-8.509106534077743,-2.6388529669721024,3.9999104246678234,7.959788079355515,4.869179715933162,1.8458806839912707,-27.958108422128586
Democratic Republic of the Congo,0.48246918871342814,-2.895586395292719,-0.3357860670427659,0.5883391685693725,1.2407663155518414,0.732717868036994,-0.8769653186040676,1.9631758920992288,-3.4202530410985643,-3.690511151131253,6.478168220972344,7.220848518326404,-0.36151248147929416,-2.074924996131061,-2.5674254498920988,8.890466198125491,-0.6863031084874827,-19.304554297409602,-14.405536016670766
Denmark,1.4278222662973825,1.5930714930623682,7.87462954045116,16.79753920371587,17.36217516787892,16.878357335566246,12.197398599293216,-6.7769288901124165,-4.986005907712164,-2.8941468076623726,-8.029702176680855,0.5136620778451828,9.613078214727283,0.45739902483484585,4.639617262579298,12.127741438148874,7.873852195698252,22.283305527238603,4.859358718287695
Ecuador,0.008164097676401232,0.02206843279089902,0.047788404173909116,0.02190411132521909,0.10451874333165533,0.10261668341653833,0.03242332832089858,-0.1500031960054037,-0.06997118465632508,-0.008268365582989285,-0.053698884889609264,-0.27931274152918045,-0.3341673968012944,-0.3816229895853503,-0.49361043850860775,-0.27799613915952665,-0.13433792594169836,-0.171911543934053,-0.33816107278200525
Egypt,-0.4042390707824942,-0.3676874168014704,-0.419902760599189,-0.5320702807447851,-0.6596729242716063,-0.5188558930027176,-0.7565809783131503,-0.8870081166799979,-1.2043403860170587,-1.7247456546367812,-2.039901793204776,-2.8484393636582106,-2.7721498518762355,-3.0137100647645503,-3.7319340309141413,-3.8245096788715474,-4.324078412160694,-4.317106979913526,-4.585463224628373
Estonia,-0.4320707273349704,-0.4841912897196854,-0.4557466186592626,-0.4424016775370708,-0.825293872550235,-1.0197174968761837,-1.1338864457819526,-0.030009678912595317,0.16939864334335653,0.2617841605198166,-0.23348838418377313,0.0575849047045574,0.19099520305339132,0.23370523789558914,0.0861953187793899,0.17822353442425903,0.009716653582685447,0.4232714663680368,-1.1693717335290046
Ethiopia,-0.058107984309670346,-0.05817849510301837,-0.032284206615042915,-0.06032496666849885,-0.0678315118168046,-0.07990468004004636,-0.09195269529096578,-0.04270212557990853,-0.06399698939736266,-0.09875842481998029,-0.10902160968832764,-0.19928818815493082,-0.3208316328131147,-0.3000386558104243,-0.41613238307563094,-0.659610176660141,-0.7241281189493072,-0.7283982823776437,-0.97632441441126
Finland,1.5658476483551498,0.9234502706694003,0.9825791877688221,0.986772012890319,1.5369309420819905,2.083938589699349,1.70794442684229,-0.7196536436435998,-0.7930223285199598,-0.47413031736073563,-0.9455500502025993,-1.075350766997068,-1.226668702111886,-1.0031004949305955,-0.8176511986231594,-0.32895136114115836,-0.5030531893531732,-0.43251497980644493,-2.271085250506747
France,-0.8355995896783158,-1.08569065032071,-1.0087412567587273,-0.9715052489930861,-0.7343134616733337,-0.828724726218483,-1.050119494286642,-2.2268833907541783,-2.1924473522309205,-1.6867662198278282,-1.6466967542878599,-1.3601292566445624,-1.3160176909759924,-1.2413931058885574,-1.2630786884914715,-1.0556256821799233,-0.8389036219537703,-1.1518352497993276,-3.2114597893811316
Georgia,-0.033392001208431846,-0.06425276728134682,0.04815201906854368,-0.016839939336066284,-0.020164536285542572,-0.18545061045808328,-0.3809101631217014,-0.4374223914605863,-0.4090462922437674,-0.2741508926863834,-0.2753267199904778,-0.21288615478947337,-0.37975720046389416,-0.3974756418766838,-0.467132167904635,-0.2889629373202306,-0.31463737179164686,-0.4386398968400747,-1.6688785335705347
Germany,-1.037858715021328,-0.9998593476499708,-0.9106821576052798,-0.9177165697512406,-0.46484160944496083,0.10665606176617708,-0.014465747596069813,-0.9353471812228945,-1.3757401373816787,-0.269773109755746,0.03344013402857122,0.04228101765161743,0.24165753546923413,0.3948526697984692,0.4810343740775567,0.5655533359058497,0.8161954419761464,0.653038150298842,-1.7120446789953625
Greece,-0.9906207514450783,-1.3778800832393296,-1.6527009112359596,-1.24551523621645,-1.3724700223618986,-1.6801525551948266,-2.5127280945117825,-3.4527324127871846,-2.4582382174812913,-2.0799290387982143,-1.1844569236939126,-0.6554571448259594,-0.7069899084608752,-0.5122615360920477,0.01493221992934829,0.11050928158373026,0.07916999442857628,-6.58983596047158e-05,-1.7823793276830013
Guatemala,-0.21115658257714903,-0.413721022464,-0.21906174444835166,-0.3296018442377869,-0.39829007338655353,-0.3482729368639777,-0.40096646881859965,-0.6727339397002522,-0.7780207072705688,-0.7478927360764014,-0.6805990365296537,-0.6500380345829526,-0.5980250164460968,-0.4535668883616151,-0.3183907840164109,-0.4100982493754507,-0.5848821068220815,-0.7094841325819728,-1.5376481178647952
Honduras,-1.031306853146551,-1.213621995152176,-0.7818237671596989,-0.10629701742992113,-0.49722608665273066,-0.4216763737891793,-0.7198109843355099,-1.8033870918290655,-1.4328424732555165,-1.5329674909107252,-1.8694005604707113,-2.9153228602404107,-1.7002357825095373,-0.6535578229419143,-0.39376877443734515,-0.31088914322696376,-0.29186470733267994,-0.1161683288826218,-2.5744423419259563
Hong Kong SAR,-6.908064209799511,-2.960785764094956,2.245776816529027,5.641419928002433,12.856577374998158,22.288008169546167,5.895767232878309,7.554237845950372,13.15148345215463,12.495515622496404,9.665381390682864,3.6482246475818,11.970122549117923,3.4550591753515016,16.86555376585352,22.300887633958073,10.965172522296356,0.7107909272730688,-30.52196186574593
Hungary,-162.15864209223122,-149.14300249754615,-149.53825128804098,-189.8292054620514,-241.3736972988845,-147.2080317517145,-117.54766940752673,-122.22408742806584,-120.97331471310659,-147.6004085806247,-63.31296822926728,-68.8577280419034,-88.10710683146131,-62.64551643534973,-49.38813706199691,-89.17172887427046,-92.21803626057911,-104.5447347366828,-404.05031519974784
Indonesia,-52.179721546419536,-108.1264659740384,-28.780278784195918,58.03864467508558,61.980117764612835,-177.50722980571172,12.706556792210586,-419.81157882953863,-357.94840139997024,-227.24204863969874,-560.7307704273738,-855.382086266005,-904.5056596892268,-1177.7018967262006,-1196.1981369923449,-1307.8190595072351,-989.3563834222728,-1328.32979641913,-3508.2263583738186
Ireland,-0.15699878517075014,0.1696405262572942,0.48576836287923963,0.2951342176870739,0.6575326207039008,-0.5306333856749377,-3.490037766025884,-5.554855466273641,-11.865708947935232,-5.242960412135254,-3.5169641425019513,-2.355422169030626,-1.4219852936213955,-0.6221286537775804,-0.9363159232351206,-0.11913869365620824,0.7702487027602227,-2.520002550760125,-4.085512397508728
Israel,-7.293210115484134,-4.224634097496583,-2.927962697604207,-2.044851565634385,-0.3317126976525432,0.18624244819533692,-3.4163932821035488,-6.352088814276961,-3.4685624802673973,-3.301908255965491,-5.405261312306598,-4.878744044913012,-2.5067625484333975,-0.7587714463830383,-1.87914774401311,-1.0474069918446263,-4.998633630902667,-5.521901323819626,-15.565597077455342
Kazakhstan,4.176397834028841,12.1443447645874,13.001366457265915,29.719135750875555,49.7006351858891,38.13657069232988,15.269606565739611,-16.255253242979343,20.25672158485906,103.80747081935262,82.4397183335018,104.75666888141531,60.15118506985637,-149.09363661723816,-126.7151195959353,-132.79285222836629,86.54530463822626,-29.30256869521007,-270.8796368782342
Kiribati,-2.0170405601796806,-1.7766544628203513,-1.5513432098765436,-4.580164224952741,-1.6518832050701673,-0.5353735784886811,-0.9083073155800431,-2.203313400646995,-0.11600999151663675,-1.842857142857143,0.19754716981132053,-0.6739909122085049,5.9328381449372944,7.047493709926142,2.5266348187015426,7.956158818097876,7.548637039239,9.035150818730251,7.354652919991528
Kosovo,-0.03421732794713904,-0.07941082024019117,-0.1627844931190255,-0.1328841503836854,-0.02990306094046412,0.06538002307904697,-0.1552465521903732,-0.08911364540841712,-0.18690384606228927,-0.21937735134452727,-0.15330223636204848,-0.14898467781309094,-0.19617091642943196,-0.22606886531905884,-0.2089897180216774,-0.15830142185718032,-0.2640868348867317,-0.24138761350882565,-0.44603286777371565
Kuwait,1.1473290536848573,1.4018523374227654,2.0188400235427015,4.397676865434149,4.250643928054405,4.621870596020761,3.6878438275383454,3.077606832314758,3.2177427446806597,5.162814028203057,5.69194337584347,5.607456135810775,3.4143689918319913,0.44029934352294814,-0.021716256477170556,0.3480520865213991,0.9380945040004894,0.4929127973409764,-0.8387250030834283
Lao PDR,-163.12993126415563,-252.89481443275008,-211.14372921611056,-297.3417133836015,-208.2717649432714,-220.37610674638083,-381.3633863472146,-533.3135734594481,-407.4264191563015,-434.5828679500139,-715.5455890066991,-1160.04467120837,-1067.5228895843916,-1545.2076112890013,-1220.2910153383623,-1439.182799091821,-1402.8463461456656,-1050.3054904426563,-1432.6725190142924
